# x (AU), y (AU), v (AU), v_{x} (km s^{-1}), v_{y} (km s^{-1}), v_{z} (km s^{-1})
6.889597837815840364e+01, 5.391329345665397454e+01, 6.516129276932086656e-01, 1.166839449041298937e-01, 2.383680014086272253e-02, 1.044806125205930553e-01
-6.932713838557303943e-01, 3.091887730309280657e-01, 1.043241943808250333e-01, 6.381117535654918793e-01, 6.627993454663568818e-01, 1.419865828503413363e+00
6.911359828735148814e-02, -6.787184701779110096e-02, -5.373522505892435186e-01, -3.401593426090214756e-01, -7.498572991021383860e-01, 7.558443364596642566e-02
-8.725908069171829651e-02, 2.523553260156458436e-02, -6.539325495009681299e-01, -2.630062479292163274e-02, -2.383820925974334398e-02, -5.675930531379225381e-03
-8.581133196254656093e-03, 1.293570832575750276e-03, 2.129682146628004979e-02, 1.869857826977619197e+01, 7.351153204900106708e+00, 2.370941871303120951e+00
1.117714935644214336e+01, -6.266686935200150188e+00, 1.516319313199742114e-01, 2.106013737662850716e+00, 3.315042607105720851e+00, 1.744699345914587196e+00
-1.042400925644551210e-03, 3.336686777858306578e-03, -1.750014198041822131e-03, 4.515424641406774242e+01, -1.364504591701300340e+00, -2.949790507187038813e+01
1.627529605906797780e-03, -2.232278686396721099e-02, 5.555942253181305607e-02, -6.090148531519629316e+00, -1.065409142906504059e+01, -6.121587464656431443e+00
-3.866703634135061662e+01, 1.147907734759387068e+02, 1.467493303454573947e+02, 2.748885877275803469e-01, -1.688617135187708562e-01, -1.733092713844034127e-01
-3.163462529494221798e+01, -1.961358504034022943e+01, 9.964016431677030994e+00, -2.371387675314610366e+00, 1.323741533050517338e+00, -5.118244468134796055e-01
-1.001981450821404707e+01, 9.678218172122361906e+00, -2.627576990252473640e-02, -4.297685996395046448e-01, -2.105904894228497470e-01, 1.748320651853671748e-01
2.808691955196393053e+01, 5.577315859598741810e+01, -6.726281505741957290e+01, 5.855355589034265396e-02, 1.298299608745131783e-01, 7.230989637982035423e-02
1.527400666251437045e+01, 6.685099897371971522e+00, -3.247042656089964652e+01, 2.554729720440983287e-03, 1.636132024968861010e-01, -3.617816625619052484e-01
-1.017495897277454764e-01, -1.080596409847369432e-01, -7.660624485083403212e-02, 8.625917495145700720e-01, -6.061852780302572796e+00, 8.186979880775833607e+00
-5.423782309062870510e+00, -1.011880344293101963e+01, -1.748200816002616165e+01, 3.533059751874834814e-02, -1.948333118223170152e-02, 7.359789595084682834e-02
8.119049318729800291e+00, 7.485049362224855507e+00, -8.564596550610759085e-01, -7.324585864194242957e-01, 3.050404549998164128e-01, 8.976279093687086763e-02
-7.483770835766659357e-02, 1.523163866593542637e-01, 2.722382251599190714e-02, 2.950193347867795524e-01, -1.557640975380696347e+00, -1.411134039831281051e+01
-5.285185057603490888e-01, -3.797140557487009849e-01, -3.379575264683802871e-01, -2.460047645999768537e-02, 3.768530201405971836e-01, 1.035350065560587396e-01
1.019755316217577956e+02, -1.994602623361849680e+02, 2.573612593888163769e+00, 1.242084903403161134e-01, 5.585255052058983594e-02, -5.626472777367302197e-02
